STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,ROBBERY,THEFT,TOTAL IPC CRIMES
NAGALAND,KOHIMA,2001,25,6,3,19,66,335
NAGALAND,MOKOKCHUNG,2001,12,1,1,5,12,93
NAGALAND,MON,2001,3,2,2,5,6,57
NAGALAND,PEREN,2001,0,0,0,1,4,28
NAGALAND,PHEK,2001,7,1,2,2,7,51
NAGALAND,TUENSANG,2001,1,0,0,2,5,41
NAGALAND,WOKHA,2001,12,1,2,3,28,93
NAGALAND,ZUNHEBOTO,2001,4,2,0,3,11,54
NAGALAND,TOTAL,2001,101,17,23,129,258,1234
ODISHA,ANGUL,2001,39,33,5,19,175,1461
ODISHA,BALASORE,2001,17,58,37,43,164,2341
ODISHA,BARAGARH,2001,23,19,8,25,146,1244
ODISHA,BERHAMPUR,2001,23,10,13,54,143,1270
ODISHA,BHADRAK,2001,27,35,20,16,93,1354
ODISHA,BOLANGIR,2001,32,19,16,20,112,1323
ODISHA,BOUDH,2001,9,6,5,5,39,415
ODISHA,CUTTACK,2001,35,34,43,121,738,4258
ODISHA,DEOGARH,2001,16,8,4,7,22,363
ODISHA,DHENKANAL,2001,25,15,14,26,84,1156
ODISHA,GAJAPATI,2001,19,10,5,1,40,433
ODISHA,GANJAM,2001,58,22,14,31,124,1790
ODISHA,JAGATSINGHPUR,2001,26,12,21,31,136,1314
ODISHA,JAJPUR,2001,21,24,14,30,129,1522
ODISHA,JHARSUGUDA,2001,15,12,5,12,81,750
ODISHA,KALAHANDI,2001,29,30,17,34,75,1269
ODISHA,KANDHAMAL,2001,24,34,25,19,115,1000
ODISHA,KENDRAPARA,2001,24,11,15,21,78,1057
ODISHA,KEONJHAR,2001,62,38,19,16,154,1922
ODISHA,KHURDA,2001,46,65,39,151,953,5076
ODISHA,KORAPUT,2001,39,38,13,16,153,1563
ODISHA,MALKANGIR,2001,36,14,6,8,42,496
ODISHA,MAYURBHANJ,2001,74,77,31,39,199,2029
ODISHA,NAYAGARH,2001,26,17,23,19,60,852
ODISHA,NOWRANGPUR,2001,19,13,11,14,83,687
ODISHA,NUAPADA,2001,13,9,4,11,44,466
ODISHA,PURI,2001,25,41,32,33,236,2202
ODISHA,RAYAGADA,2001,35,9,6,3,64,850
ODISHA,ROURKELA,2001,20,12,6,21,209,1213
ODISHA,SAMBALPUR,2001,39,18,13,50,303,2159
ODISHA,SONEPUR,2001,9,8,4,6,35,444
ODISHA,SRP(CUTTACK),2001,3,1,5,8,287,461
ODISHA,SRP(ROURKELA),2001,7,2,3,10,135,269
ODISHA,SUNDARGARH,2001,72,36,26,38,171,1652
ODISHA,TOTAL,2001,987,790,522,958,5622,46661
PUNJAB,AMRITSAR,2001,36,9,34,6,141,1244
PUNJAB,BARNALA,2001,15,12,16,0,39,501
PUNJAB,BATALA,2001,18,8,6,2,26,393
PUNJAB,BHATINDA,2001,25,13,15,1,94,1080
PUNJAB,FARIDKOT,2001,12,6,11,1,56,463
PUNJAB,FATEHGARH SAHIB,2001,16,11,12,5,62,671
PUNJAB,FEROZEPUR,2001,50,22,12,5,115,1110
PUNJAB,G.R.P,2001,10,0,0,3,41,482
PUNJAB,GURDASPUR,2001,22,12,17,4,38,580
PUNJAB,HOSHIARPUR,2001,47,19,20,10,119,1237
PUNJAB,JAGRAON,2001,27,19,19,5,90,633
PUNJAB,JALANDHAR,2001,74,21,70,6,290,2461
PUNJAB,KAPURTHALA,2001,20,8,17,5,64,755
PUNJAB,KHANNA,2001,17,6,4,6,44,486
PUNJAB,LUDHIANA,2001,74,38,88,23,624,3785
PUNJAB,MAJITHA,2001,26,9,10,1,31,500
PUNJAB,MANSA,2001,25,6,5,0,42,425
PUNJAB,MOGA,2001,23,11,14,6,64,754
PUNJAB,MUKTSAR,2001,19,3,3,1,49,432
PUNJAB,NAWAN SHAHR,2001,17,11,13,5,57,612
PUNJAB,PATIALA,2001,56,23,60,16,583,5973
PUNJAB,ROPAR,2001,26,6,24,1,129,1278
PUNJAB,SANGRUR,2001,46,15,28,13,157,1285
PUNJAB,TARN TARAN,2001,37,10,15,6,68,634
PUNJAB,TOTAL,2001,738,298,513,131,3023,27774
RAJASTHAN,AJMER,2001,39,16,133,46,748,6618
RAJASTHAN,ALWAR,2001,85,34,119,52,964,7023
RAJASTHAN,BANSWARA,2001,40,90,61,23,118,3508
RAJASTHAN,BARAN,2001,36,81,96,32,365,4333
RAJASTHAN,BARMER,2001,11,13,21,12,185,2369
RAJASTHAN,BHARATPUR,2001,75,48,126,41,808,7291
RAJASTHAN,BHILWARA,2001,34,42,223,49,787,6335
RAJASTHAN,BIKANER,2001,21,35,36,4,431,3952
RAJASTHAN,BUNDI,2001,33,36,120,33,391,4078
RAJASTHAN,CHITTORGARH,2001,41,67,206,47,730,7062
RAJASTHAN,CHURU,2001,26,24,26,11,210,2880
RAJASTHAN,DAUSA,2001,28,9,40,14,380,3546
RAJASTHAN,DHOLPUR,2001,42,24,43,27,240,3096
RAJASTHAN,DUNGARPUR,2001,31,17,54,8,74,1997
RAJASTHAN,G.R.P.,2001,3,1,7,12,584,962
RAJASTHAN,GANGANAGAR,2001,51,55,79,14,408,5610
RAJASTHAN,HANUMANGARH,2001,56,35,49,12,348,3956
RAJASTHAN,JAIPUR,2001,91,61,247,79,3207,20604
RAJASTHAN,JAISALMER,2001,9,2,8,4,142,1020
RAJASTHAN,JALORE,2001,17,10,32,11,156,2507
RAJASTHAN,JHALAWAR,2001,38,65,89,45,383,3533
RAJASTHAN,JHUNJHUNU,2001,37,19,45,6,392,4102
RAJASTHAN,JODHPUR,2001,30,20,78,43,831,6535
RAJASTHAN,KARAULI,2001,35,21,72,12,298,2908
RAJASTHAN,KOTA,2001,58,50,146,86,1213,7383
RAJASTHAN,NAGAUR,2001,48,22,59,23,407,4575
RAJASTHAN,PALI,2001,43,25,77,14,294,4640
RAJASTHAN,RAJSAMAND,2001,15,13,63,7,191,2872
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,62,31,310,3094
RAJASTHAN,SIKAR,2001,46,13,48,14,379,4333
RAJASTHAN,SIROHI,2001,31,22,24,16,122,2185
RAJASTHAN,TONK,2001,19,17,68,19,298,3913
RAJASTHAN,UDAIPUR,2001,67,43,161,42,545,6365
RAJASTHAN,TOTAL,2001,1259,1049,2718,889,16939,155185
SIKKIM,EAST,2001,13,7,4,2,50,279
SIKKIM,NORTH,2001,1,0,0,0,3,36
SIKKIM,SOUTH,2001,4,1,1,0,9,79
SIKKIM,WEST,2001,1,0,1,1,12,50
SIKKIM,TOTAL,2001,19,8,6,3,74,444
TAMIL NADU,ARIYALUR,2001,24,6,25,3,124,1754
TAMIL NADU,CHENGAI,2001,78,20,8,52,933,7035
TAMIL NADU,CHENNAI,2001,91,28,40,127,2167,7292
TAMIL NADU,CHENNAI RLY.,2001,5,0,0,8,154,493
TAMIL NADU,COIMBATORE RURAL,2001,77,18,38,41,1008,9115
TAMIL NADU,COIMBATORE URBAN,2001,16,4,14,15,952,3490
TAMIL NADU,CUDDALORE,2001,60,16,21,33,547,8018
TAMIL NADU,DHARMAPURI,2001,88,17,35,22,427,5123
TAMIL NADU,DINDIGUL,2001,72,14,49,13,479,4657
TAMIL NADU,ERODE,2001,63,9,45,13,662,6631
TAMIL NADU,KANCHIPURAM,2001,45,21,13,10,494,5840
TAMIL NADU,KANYAKUMARI,2001,33,6,13,4,260,3732
TAMIL NADU,KARUR,2001,28,4,11,9,226,2245
TAMIL NADU,MADURAI RURAL,2001,64,13,30,42,351,4877
TAMIL NADU,MADURAI URBAN,2001,34,2,26,33,803,4161
TAMIL NADU,NAGAPATTINAM,2001,36,12,29,2,318,3724
TAMIL NADU,NAMAKKAL,2001,36,7,16,6,153,2659
TAMIL NADU,NILGIRIS,2001,16,8,5,5,102,1330
TAMIL NADU,PERAMBALUR,2001,10,3,13,2,47,1100
TAMIL NADU,PUDUKOTTAI,2001,30,5,27,5,238,3416
TAMIL NADU,RAMNATHAPURAM,2001,33,13,26,4,172,3234
TAMIL NADU,SALEM RURAL,2001,78,8,35,8,192,4225
TAMIL NADU,SALEM URBAN,2001,12,2,10,20,467,1846
TAMIL NADU,SIVAGANGAI,2001,26,5,16,10,328,3030
TAMIL NADU,THANJAVUR,2001,49,0,55,16,435,3506
TAMIL NADU,THENI,2001,16,4,18,9,240,2646
TAMIL NADU,THIRUNELVELI RURAL,2001,74,57,66,27,560,6350
TAMIL NADU,THIRUNELVELI URBAN,2001,12,3,15,10,227,1569
TAMIL NADU,THIRUVALLUR,2001,34,16,24,11,226,3468
TAMIL NADU,THIRUVANNAMALAI,2001,44,5,40,14,402,4749
TAMIL NADU,THIRUVARUR,2001,31,7,30,6,182,3043
TAMIL NADU,THOOTHUGUDI,2001,69,12,38,34,484,5290
TAMIL NADU,TRICHY RLY.,2001,0,0,0,1,40,206
TAMIL NADU,TRICHY RURAL,2001,52,6,19,0,213,3104
TAMIL NADU,TRICHY URBAN,2001,24,5,11,6,504,2279
TAMIL NADU,VELLORE,2001,78,13,16,25,744,7941
TAMIL NADU,VILLUPURAM,2001,67,37,53,7,339,7120
TAMIL NADU,VIRUDHUNAGAR,2001,57,17,22,19,509,4503
TAMIL NADU,TOTAL,2001,1662,423,952,672,16709,154801
TRIPURA,DHALAI,2001,35,11,15,4,7,205
TRIPURA,NORTH,2001,38,29,19,19,47,566
TRIPURA,SOUTH,2001,42,29,20,8,37,586
TRIPURA,WEST,2001,125,33,39,32,168,1444
TRIPURA,TOTAL,2001,240,102,93,63,259,2801
UTTAR PRADESH,AGRA,2001,153,66,203,171,1181,6662
UTTAR PRADESH,ALIGARH,2001,229,50,123,182,727,4688
UTTAR PRADESH,ALLAHABAD,2001,167,42,96,81,850,6096
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,19,29,22,116,1379
UTTAR PRADESH,AURAIYA,2001,53,11,61,24,82,1137
UTTAR PRADESH,AZAMGARH,2001,120,11,45,80,187,2247
UTTAR PRADESH,BADAUN,2001,239,47,82,67,306,3064
UTTAR PRADESH,BAGHPAT,2001,89,15,31,54,218,1355
UTTAR PRADESH,BAHRAICH,2001,43,14,28,20,169,1316
UTTAR PRADESH,BALLIA,2001,55,18,24,14,178,1934
UTTAR PRADESH,BALRAMPUR,2001,26,8,20,4,81,734
UTTAR PRADESH,BANDA,2001,75,27,29,31,108,1722
UTTAR PRADESH,BARABANKI,2001,88,41,71,50,349,2578
UTTAR PRADESH,BAREILLY,2001,272,93,144,138,784,5269
UTTAR PRADESH,BASTI,2001,48,18,28,28,171,1753
UTTAR PRADESH,BIJNOR,2001,124,38,85,56,352,2487
UTTAR PRADESH,BULANDSHAHAR,2001,250,31,94,103,459,3972
UTTAR PRADESH,CHANDOLI,2001,35,4,20,18,84,765
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,8,5,3,27,392
UTTAR PRADESH,DEORIA,2001,48,7,39,26,163,2402
UTTAR PRADESH,ETAH,2001,240,57,118,79,350,4521
UTTAR PRADESH,ETAWAH,2001,82,20,93,32,166,1942
UTTAR PRADESH,FAIZABAD,2001,77,22,28,44,245,1967
UTTAR PRADESH,FATEHGARH,2001,120,9,63,18,126,1694
UTTAR PRADESH,FATEHPUR,2001,132,28,45,36,132,1946
UTTAR PRADESH,FIROZABAD,2001,135,22,120,72,292,2726
UTTAR PRADESH,G.R.P.,2001,31,2,4,49,3141,4352
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,92,16,42,47,729,2443
UTTAR PRADESH,GHAZIABAD,2001,230,31,112,117,1357,5079
UTTAR PRADESH,GHAZIPUR,2001,46,6,28,17,107,1308
UTTAR PRADESH,GONDA,2001,68,18,34,32,161,1719
UTTAR PRADESH,GORAKHPUR,2001,96,13,60,38,192,2598
UTTAR PRADESH,HAMIRPUR,2001,66,14,24,31,110,1031
UTTAR PRADESH,HARDOI,2001,182,70,75,50,267,3078
UTTAR PRADESH,HATHRAS,2001,86,16,50,64,225,2216
UTTAR PRADESH,J.P.NAGAR,2001,112,23,47,37,166,1665
UTTAR PRADESH,JALAUN,2001,83,6,36,41,167,1778
UTTAR PRADESH,JAUNPUR,2001,56,11,22,33,165,1993
UTTAR PRADESH,JHANSI,2001,76,18,42,35,258,1981
UTTAR PRADESH,KANNAUJ,2001,66,8,40,13,106,1254
UTTAR PRADESH,KANPUR DEHAT,2001,85,21,50,30,140,1581
UTTAR PRADESH,KANPUR NAGAR,2001,210,47,210,128,1309,6808
UTTAR PRADESH,KAUSHAMBI,2001,77,26,31,18,144,1456
UTTAR PRADESH,KHIRI,2001,172,83,112,79,492,3754
UTTAR PRADESH,KUSHI NAGAR,2001,69,7,34,11,107,1456
UTTAR PRADESH,LALITPUR,2001,25,20,5,6,60,773
UTTAR PRADESH,LUCKNOW,2001,166,62,175,123,2202,9205
UTTAR PRADESH,MAHARAJGANJ,2001,39,13,19,7,54,861
UTTAR PRADESH,MAHOBA,2001,56,12,13,19,60,728
UTTAR PRADESH,MAINPURI,2001,136,13,56,72,191,2147
UTTAR PRADESH,MATHURA,2001,125,25,62,97,372,2990
UTTAR PRADESH,MAU,2001,49,17,30,27,117,1331
UTTAR PRADESH,MEERUT,2001,275,28,160,210,1202,5377
UTTAR PRADESH,MIRZAPUR,2001,44,16,14,18,157,1185
UTTAR PRADESH,MORADABAD,2001,213,44,102,101,607,3445
UTTAR PRADESH,MUZAFFARNAGAR,2001,324,54,142,150,637,4042
UTTAR PRADESH,PILIBHIT,2001,115,64,66,62,192,2239
UTTAR PRADESH,PRATAPGARH,2001,76,18,43,44,139,2421
UTTAR PRADESH,RAIBAREILLY,2001,87,58,58,41,304,2544
UTTAR PRADESH,RAMPUR,2001,89,22,44,35,266,1644
UTTAR PRADESH,SAHARANPUR,2001,101,41,75,65,428,2869
UTTAR PRADESH,SANT KABIRNAGAR,2001,16,9,17,4,39,599
UTTAR PRADESH,SHAHJAHANPUR,2001,196,55,112,70,340,2941
UTTAR PRADESH,SHRAWASTI,2001,35,13,21,13,108,747
UTTAR PRADESH,SIDHARTHNAGAR,2001,13,12,24,10,82,834
UTTAR PRADESH,SITAPUR,2001,162,85,99,95,826,4732
UTTAR PRADESH,SONBHADRA,2001,33,5,9,10,91,595
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,21,1,8,12,100,590
UTTAR PRADESH,SULTANPUR,2001,103,29,47,42,295,2540
UTTAR PRADESH,UNNAO,2001,147,53,97,74,361,3548
UTTAR PRADESH,VARANASI,2001,78,27,55,95,535,2904
UTTAR PRADESH,TOTAL,2001,7601,1958,4330,3825,27011,178129
UTTARAKHAND,ALMORA,2001,18,4,1,7,55,251
UTTARAKHAND,BAGESHWAR,2001,10,1,4,4,13,115
UTTARAKHAND,CHAMOLI,2001,13,3,3,6,26,213
UTTARAKHAND,CHAMPAWAT,2001,3,0,3,4,13,127
UTTARAKHAND,DEHRADUN,2001,32,12,54,31,392,1988
UTTARAKHAND,HARIDWAR,2001,94,13,52,43,349,1843
UTTARAKHAND,NAINITAL,2001,36,5,14,26,151,877
UTTARAKHAND,PAURI GARHWAL,2001,26,7,7,18,81,396
UTTARAKHAND,PITHORAGARH,2001,8,7,1,6,41,364
UTTARAKHAND,RUDRA PRAYAG,2001,5,2,0,1,20,106
UTTARAKHAND,TEHRI GARHWAL,2001,7,2,5,7,37,314
UTTARAKHAND,UDHAMSINGH NAGAR,2001,54,10,36,32,198,1167
UTTARAKHAND,UTTARKASHI,2001,10,8,3,6,43,312
UTTARAKHAND,TOTAL,2001,316,74,183,191,1419,8073
WEST BENGAL,24 PARGANAS NORTH,2001,202,53,81,56,1679,6167
WEST BENGAL,24 PARGANAS SOUTH,2001,107,47,53,33,1143,5827
WEST BENGAL,ASANSOL,2001,9,0,3,1,54,362
WEST BENGAL,BANKURA,2001,35,26,7,30,235,1180
WEST BENGAL,BIRBHUM,2001,76,43,43,30,350,2213
WEST BENGAL,BURDWAN,2001,133,46,45,42,848,4693
WEST BENGAL,COOCHBEHAR,2001,37,36,43,15,125,1262
WEST BENGAL,DAKSHIN DINAJPUR,2001,25,10,31,7,126,1011
WEST BENGAL,DARJEELING,2001,46,20,21,21,467,1778
WEST BENGAL,HOOGHLY,2001,81,29,41,28,587,3020
WEST BENGAL,HOWRAH,2001,28,2,11,3,170,1195
WEST BENGAL,HOWRAH CITY,2001,21,7,17,16,353,1438
WEST BENGAL,HOWRAH G.R.P.,2001,18,1,7,10,673,951
WEST BENGAL,JALPAIGURI,2001,152,54,33,58,486,2321
WEST BENGAL,KOLKATA,2001,65,19,121,149,4040,11970
WEST BENGAL,MALDA,2001,55,40,38,9,333,1859
WEST BENGAL,MIDNAPUR,2001,120,84,74,59,581,4617
WEST BENGAL,MURSHIDABAD,2001,130,66,52,31,378,2683
WEST BENGAL,NADIA,2001,124,71,91,23,678,3623
WEST BENGAL,PURULIA,2001,69,23,17,20,300,1292
WEST BENGAL,SEALDAH G.R.P.,2001,23,1,3,11,276,418
WEST BENGAL,SILIGURI G.R.P.,2001,2,0,2,1,89,143
WEST BENGAL,UTTAR DINAJPUR,2001,36,31,41,7,274,1540
WEST BENGAL,TOTAL,2001,1594,709,875,660,14245,61563
A & N ISLANDS,ANDAMAN,2001,13,3,2,4,65,637
A & N ISLANDS,NICOBAR,2001,0,0,0,0,0,21
A & N ISLANDS,TOTAL,2001,13,3,2,4,65,658
CHANDIGARH,CHANDIGARH,2001,15,18,56,22,1529,3397
CHANDIGARH,TOTAL,2001,15,18,56,22,1529,3397
D & N HAVELI,D and N HAVELI,2001,3,6,4,2,45,350
D & N HAVELI,TOTAL,2001,3,6,4,2,45,350
DAMAN & DIU,DAMAN,2001,6,0,5,0,34,194
DAMAN & DIU,DIU,2001,1,0,0,0,6,45
DAMAN & DIU,TOTAL,2001,7,0,5,0,40,239
DELHI UT,CENTRAL,2001,29,28,62,42,1595,3750
DELHI UT,DELHI UT TOTAL,2001,547,381,1627,624,19276,54384
DELHI UT,EAST,2001,56,24,163,47,1651,4447
DELHI UT,G.R.P.(RLY),2001,11,1,7,11,1430,1630
DELHI UT,I.G.I. AIRPORT,2001,2,0,4,2,52,625
DELHI UT,NEW DELHI,2001,11,9,27,22,1237,2660
DELHI UT,NORTH,2001,28,28,99,52,1364,3998
DELHI UT,NORTH EAST,2001,62,36,157,74,961,3449
DELHI UT,NORTH WEST,2001,134,103,518,122,2850,10001
DELHI UT,S.T.F.,2001,0,0,0,0,0,0
DELHI UT,SOUTH,2001,83,65,265,120,4220,10745
DELHI UT,SOUTH WEST,2001,61,42,174,74,1816,5389
DELHI UT,WEST,2001,70,45,151,58,2100,7690
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,0,0,10,36
LAKSHADWEEP,TOTAL,2001,1,0,0,0,10,36
PUDUCHERRY,PONDICHERRY,2001,25,9,4,4,528,4068
PUDUCHERRY,TOTAL,2001,25,9,4,4,528,4068
ANDHRA PRADESH,ADILABAD,2002,100,37,42,40,226,4675
ANDHRA PRADESH,ANANTAPUR,2002,166,28,65,21,356,4467
ANDHRA PRADESH,CHITTOOR,2002,105,28,67,14,832,6306
ANDHRA PRADESH,CUDDAPAH,2002,91,16,27,11,205,3324
ANDHRA PRADESH,EAST GODAVARI,2002,97,25,55,12,1206,7931
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,1,0,2,148,310
ANDHRA PRADESH,GUNTUR,2002,143,46,87,53,1182,7883
ANDHRA PRADESH,HYDERABAD CITY,2002,117,57,115,68,3777,14413
ANDHRA PRADESH,KARIMNAGAR,2002,160,99,62,60,404,7086
ANDHRA PRADESH,KHAMMAM,2002,106,48,70,11,431,5646
ANDHRA PRADESH,KRISHNA,2002,92,41,26,4,543,5318
ANDHRA PRADESH,KURNOOL,2002,124,45,54,17,308,4684
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,85,57,39,439,5354
ANDHRA PRADESH,MEDAK,2002,103,68,46,35,356,4208
ANDHRA PRADESH,NALGONDA,2002,109,41,46,18,321,5290
ANDHRA PRADESH,NELLORE,2002,84,46,67,23,542,5240
ANDHRA PRADESH,NIZAMABAD,2002,93,35,29,30,338,4417
ANDHRA PRADESH,PRAKASHAM,2002,67,21,32,13,259,3636
ANDHRA PRADESH,RANGA REDDY,2002,214,49,104,62,1450,10602
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,12,0,0,3,350,444
ANDHRA PRADESH,SRIKAKULAM,2002,27,14,10,2,235,2486
ANDHRA PRADESH,VIJAYAWADA,2002,39,31,78,56,2808,9083
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,1,1,1,328,410
ANDHRA PRADESH,VISAKHA RURAL,2002,54,14,7,4,195,2669
ANDHRA PRADESH,VISAKHAPATNAM,2002,20,8,15,7,573,2838
ANDHRA PRADESH,VIZIANAGARAM,2002,28,12,9,3,171,2432
ANDHRA PRADESH,WARANGAL,2002,131,52,72,20,413,6397
ANDHRA PRADESH,WEST GODAVARI,2002,69,54,59,19,826,6061
ANDHRA PRADESH,TOTAL,2002,2525,1002,1302,648,19222,143610
ARUNACHAL PRADESH,CHANGLANG,2002,9,3,5,5,25,180
ARUNACHAL PRADESH,DIBANG VALLEY,2002,6,5,6,9,20,178
ARUNACHAL PRADESH,KAMENG EAST,2002,3,1,4,3,23,126
ARUNACHAL PRADESH,KAMENG WEST,2002,3,0,4,0,15,84
ARUNACHAL PRADESH,LOHIT,2002,14,3,5,5,24,169
ARUNACHAL PRADESH,PAPUM PARE,2002,3,3,10,42,94,383
ARUNACHAL PRADESH,SIANG EAST,2002,3,11,10,6,58,264
ARUNACHAL PRADESH,SIANG UPPER,2002,0,3,0,1,7,44
ARUNACHAL PRADESH,SIANG WEST,2002,4,4,7,7,50,331
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,8,1,4,8,32,152
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,5,2,1,6,14,132
ARUNACHAL PRADESH,TAWANG,2002,0,1,0,0,13,44
ARUNACHAL PRADESH,TIRAP,2002,3,1,1,4,20,141
ARUNACHAL PRADESH,TOTAL,2002,61,38,57,96,395,2228
ASSAM,BARPETA,2002,43,55,69,23,256,1527
ASSAM,BONGAIGAON,2002,47,21,51,20,80,818
ASSAM,C.I.D.,2002,0,0,2,0,0,52
ASSAM,CACHAR,2002,57,71,93,18,448,3520
ASSAM,DARRANG,2002,31,33,54,11,119,861
ASSAM,DHEMAJI,2002,30,48,31,11,83,689
ASSAM,DHUBRI,2002,60,46,62,20,88,1721
ASSAM,DIBRUGARH,2002,97,45,75,23,309,1642
ASSAM,G.R.P.,2002,6,0,0,6,62,116
ASSAM,GOALPARA,2002,24,40,48,10,107,959
ASSAM,GOLAGHAT,2002,57,42,68,37,260,1347
ASSAM,GUWAHATI CITY,2002,60,60,184,83,1136,4384
ASSAM,HAILAKANDI,2002,26,24,42,5,110,814
ASSAM,JORHAT,2002,37,36,36,14,204,1130
ASSAM,KAMRUP,2002,34,41,118,30,138,1673
ASSAM,KARBI ANGLONG,2002,41,5,37,20,118,527
ASSAM,KARIMGANJ,2002,43,23,38,4,142,894
ASSAM,KOKRAJHAR,2002,62,15,48,13,77,896
ASSAM,LAKHIMPUR,2002,26,69,84,44,283,1925
ASSAM,MORIGAON,2002,23,40,39,2,108,782
ASSAM,N.C.HILLS,2002,25,2,9,8,45,213
ASSAM,NAGAON,2002,78,61,132,77,298,3254
ASSAM,NALBARI,2002,47,27,50,31,87,1011
ASSAM,R.P.O.,2002,0,1,1,0,4,13
ASSAM,SIBSAGAR,2002,75,57,57,22,328,1881
ASSAM,SONITPUR,2002,109,67,114,35,332,2269
ASSAM,TINSUKIA,2002,115,41,53,40,333,1428
ASSAM,TOTAL,2002,1253,970,1595,607,5555,36346
BIHAR,ARARIA,2002,61,101,91,36,109,2085
BIHAR,ARWAL,2002,44,0,11,11,37,606
BIHAR,AURANGABAD,2002,96,12,19,26,132,2312
BIHAR,BAGAHA,2002,27,23,49,11,127,975
BIHAR,BANKA,2002,100,27,32,35,92,1496
BIHAR,BEGUSARAI,2002,138,20,75,89,253,3054
BIHAR,BETTIAH,2002,100,55,67,58,274,3288
BIHAR,BHABHUA,2002,48,17,41,24,140,1509
BIHAR,BHAGALPUR,2002,107,40,89,64,409,2791
BIHAR,BHOJPUR,2002,147,17,43,49,247,3021
BIHAR,BUXAR,2002,60,17,40,44,182,1840
BIHAR,DARBHANGA,2002,72,52,93,29,225,3087
BIHAR,GAYA,2002,218,31,38,132,348,3124
BIHAR,GOPALGANJ,2002,69,16,42,34,120,2035
BIHAR,JAMALPUR RLY.,2002,6,0,5,7,121,239
BIHAR,JAMUI,2002,56,15,38,34,106,1048
BIHAR,JEHANABAD,2002,73,7,32,20,123,1318
BIHAR,KATIHAR,2002,67,77,87,30,157,2173
BIHAR,KATIHAR RLY.,2002,14,2,3,17,218,434
BIHAR,KHAGARIA,2002,66,15,31,17,75,1101
BIHAR,KISHANGANJ,2002,30,20,35,10,82,966
BIHAR,LAKHISARAI,2002,67,2,34,15,84,788
BIHAR,MADHEPURA,2002,50,10,32,41,75,1019
BIHAR,MADHUBANI,2002,66,31,50,20,177,2627
BIHAR,MOTIHARI,2002,97,41,139,102,306,4596
BIHAR,MUNGER,2002,63,11,53,22,161,2014
BIHAR,MUZAFFARPUR,2002,130,60,167,122,723,4863
BIHAR,MUZAFFARPUR RLY.,2002,18,2,5,18,319,609
BIHAR,NALANDA,2002,175,32,93,63,233,3247
BIHAR,NAUGACHIA,2002,35,11,24,18,50,711
BIHAR,NAWADAH,2002,69,34,50,24,78,1500
BIHAR,PATNA,2002,472,37,203,491,1763,9217
BIHAR,PATNA RLY.,2002,29,2,5,15,707,1018
BIHAR,PURNEA,2002,96,46,48,114,174,2131
BIHAR,ROHTAS,2002,132,15,92,90,375,3419
BIHAR,SAHARSA,2002,39,11,20,20,65,967
BIHAR,SAMASTIPUR,2002,119,22,56,69,197,2808
BIHAR,SARAN,2002,100,12,73,46,271,3277
BIHAR,SHEIKHPURA,2002,33,6,24,6,60,887
BIHAR,SHEOHAR,2002,10,14,19,3,16,447
BIHAR,SITAMARHI,2002,54,31,50,27,176,2172
BIHAR,SIWAN,2002,117,8,57,108,138,2016
BIHAR,SUPAUL,2002,43,22,34,35,114,1760
BIHAR,VAISHALI,2002,99,16,72,42,306,3445
BIHAR,TOTAL,2002,3712,1040,2361,2288,10145,94040
CHHATTISGARH,BALRAMPUR,2002,30,30,3,18,46,618
CHHATTISGARH,BILASPUR,2002,56,72,15,48,595,4709
CHHATTISGARH,BIZAPUR,2002,19,7,2,2,13,239
CHHATTISGARH,DANTEWARA,2002,59,9,4,6,66,616
CHHATTISGARH,DHAMTARI,2002,16,26,4,6,113,1249
CHHATTISGARH,DURG,2002,72,132,29,51,787,6121
CHHATTISGARH,GRP RAIPUR,2002,2,5,0,0,207,320
CHHATTISGARH,JAGDALPUR,2002,70,46,19,19,116,1910
CHHATTISGARH,JANJGIR,2002,43,42,6,18,191,2014
CHHATTISGARH,JASHPUR,2002,54,35,0,18,82,766
CHHATTISGARH,KABIRDHAM,2002,18,20,2,3,57,817
CHHATTISGARH,KANKER,2002,35,37,6,4,54,1046
CHHATTISGARH,KORBA,2002,40,38,4,18,312,2295
CHHATTISGARH,KORIYA,2002,21,58,7,5,134,1531
CHHATTISGARH,MAHASAMUND,2002,15,33,5,9,150,1324
CHHATTISGARH,RAIGARH,2002,56,39,5,23,222,1547
CHHATTISGARH,RAIPUR,2002,86,159,40,36,699,5595
CHHATTISGARH,RAJNANDGAON,2002,51,62,8,12,163,2494
CHHATTISGARH,SARGUJA,2002,101,142,19,30,295,2739
CHHATTISGARH,TOTAL,2002,844,992,178,326,4302,37950
GOA,NORTH GOA,2002,18,9,4,17,285,1380
